File;Adapt;Parse
all;43;2204
all;48;2432
all;48;2328
all;50;2399
all;52;2580
all;45;2246
all;49;2464
all;41;2396
all;54;2367
all;56;2443
all;44;2408
all;45;2136
all;44;2240
all;44;2239
all;42;2173
all;53;2500
all;48;2230
all;44;2150
all;57;2377
all;51;2345
all;60;2222
all;66;2383
all;47;2199
all;42;2392
all;44;2208
all;44;2242
all;65;2521
all;45;2232
all;44;2222
all;41;2161
