File;Adapt;Parse
/home/leo/workspace/APEG/experiments/languages/SugarJ/orign/case-studies/all/src/xml/XmlTextTools.sugj;8646;249
/home/leo/workspace/APEG/experiments/languages/SugarJ/orign/case-studies/all/src/xml/XmlSyntax.sugj;111;257
/home/leo/workspace/APEG/experiments/languages/SugarJ/orign/case-studies/all/src/eblock/EBlock.sugj;5691;97
/home/leo/workspace/APEG/experiments/languages/SugarJ/orign/case-studies/all/src/test/Partial.sugj;6214;16
/home/leo/workspace/APEG/experiments/languages/SugarJ/orign/case-studies/all/src/pair/Pair.sugj;10144;27
/home/leo/workspace/APEG/experiments/languages/SugarJ/orign/case-studies/all/src/javaclosure/Transformation.sugj;5453;109
init;174;0
/home/leo/workspace/APEG/experiments/languages/SugarJ/orign/case-studies/all/src/javaclosure/Syntax.sugj;29;34
/home/leo/workspace/APEG/experiments/languages/SugarJ/orign/case-studies/all/src/test/TestAll.sugj;10370;108
/home/leo/workspace/APEG/experiments/languages/SugarJ/orign/case-studies/all/src/test/TestPairXML.sugj;7692;30
/home/leo/workspace/APEG/experiments/languages/SugarJ/orign/case-studies/all/src/concretesyntax/MetaExplode.sugj;4896;249
/home/leo/workspace/APEG/experiments/languages/SugarJ/orign/case-studies/all/src/javaclosure/ToRefType.sugj;18;36
/home/leo/workspace/APEG/experiments/languages/SugarJ/orign/case-studies/all/src/test/TestClosure.sugj;7062;70
/home/leo/workspace/APEG/experiments/languages/SugarJ/orign/case-studies/all/src/test/TestPair.sugj;11140;13
/home/leo/workspace/APEG/experiments/languages/SugarJ/orign/case-studies/all/src/test/TestClosureXML.sugj;6240;94
/home/leo/workspace/APEG/experiments/languages/SugarJ/orign/case-studies/all/src/xml/AsSax.sugj;21804;289
/home/leo/workspace/APEG/experiments/languages/SugarJ/orign/case-studies/all/src/concretesyntax/Java.sugj;10083;204
/home/leo/workspace/APEG/experiments/languages/SugarJ/orign/case-studies/all/src/test/TestXML.sugj;16884;74
/home/leo/workspace/APEG/experiments/languages/SugarJ/orign/case-studies/all/src/eblock/ConcatIds.sugj;21;53
