File;Adapt;Parse
n-pairs;43;1241
n-pairs;34;1162
n-pairs;45;1209
n-pairs;38;1248
n-pairs;38;1213
n-pairs;39;1201
n-pairs;32;1066
n-pairs;40;1248
n-pairs;43;1243
n-pairs;33;1019
n-pairs;32;1041
n-pairs;40;1166
n-pairs;38;1227
n-pairs;36;1074
n-pairs;40;1231
n-pairs;33;1036
n-pairs;37;1020
n-pairs;35;1003
n-pairs;35;1073
n-pairs;36;1101
n-pairs;38;1036
n-pairs;34;1065
n-pairs;39;1231
n-pairs;38;1103
n-pairs;34;1097
n-pairs;36;1080
n-pairs;37;1085
n-pairs;41;1110
n-pairs;37;1126
n-pairs;32;1146
